Weather_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Mehran,IR,33.1222,46.1646,107.37,13,0,12.35,clear sky
345,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.91,90,66,8.95,broken clouds
346,El Dorado,US,38.7666,-120.5177,70.38,58,2,5.08,clear sky
347,Lisakovsk,KZ,52.5369,62.4936,74.75,47,97,14.36,overcast clouds
348,Wolfsberg,AT,46.8406,14.8442,64.42,91,100,1.99,overcast clouds
349,Chara,RU,56.9064,118.2631,59.59,58,100,6.33,overcast clouds
350,Axim,GH,4.8699,-2.2405,75.27,79,94,9.13,overcast clouds
351,Roald,NO,62.5833,6.1333,59.16,82,75,8.05,broken clouds
352,Catacamas,HN,14.8,-85.9,84.61,78,40,2.3,scattered clouds
353,Geraldton,AU,-28.7667,114.6,66.61,68,75,16.11,broken clouds
354,Sambava,MG,-14.2667,50.1667,69.22,74,4,8.99,clear sky
355,Papara,BR,-3.9839,-38.7273,77.68,95,18,4.79,few clouds
356,Tevaitoa,PF,-16.7833,-151.5,75.81,70,62,27.78,broken clouds
357,Nouadhibou,MR,20.931,-17.0347,73.38,88,20,11.5,few clouds
358,Okhotsk,RU,59.3833,143.3,55.89,85,100,18.34,light rain
359,Georgetown,MY,5.4112,100.3354,89.55,66,20,12.66,few clouds
360,Kahului,US,20.8947,-156.47,86.02,64,20,14.97,few clouds
361,Boa Vista,BR,2.8197,-60.6733,82.38,69,0,34.52,clear sky
362,Bud,US,39.447,-86.1758,80.55,88,23,5.03,few clouds
363,Half Moon Bay,US,37.4636,-122.4286,66.79,82,0,13.8,clear sky
364,Lubao,PH,14.9167,120.55,78.87,94,100,3.29,moderate rain
365,Bar Harbor,US,44.3876,-68.2039,76.26,87,0,4.61,clear sky
366,Sombrio,BR,-29.1139,-49.6167,60.93,97,100,5.84,overcast clouds
367,Along,IN,28.1667,94.7667,96.98,50,37,1.79,scattered clouds
368,Zeya,RU,53.75,127.2667,57.38,98,100,4.12,light rain
369,Pozega,HR,45.3403,17.6853,67.77,68,30,3.11,scattered clouds
370,Inuvik,CA,68.3499,-133.7218,57.96,60,75,8.05,broken clouds
371,Lakes Entrance,AU,-37.8811,147.981,57.16,64,18,6.55,few clouds
372,Quelimane,MZ,-17.8786,36.8883,57.15,88,0,4.61,clear sky
373,Novoagansk,RU,61.9449,76.6625,68.81,57,98,5.23,overcast clouds
374,Ostuni,IT,40.7276,17.5764,79.59,76,36,14.99,scattered clouds
375,Tongliao,CN,43.6125,122.2653,78.6,35,20,11.36,few clouds
376,Kidal,ML,18.4411,1.4078,89.17,35,70,8.28,broken clouds
377,Lengshuitan,CN,26.4111,111.5956,100.96,33,19,8.46,few clouds
378,Gambela,ET,8.25,34.5833,71.58,94,100,2.86,overcast clouds
379,Marawi,PH,7.9986,124.2928,79.25,66,95,6.42,overcast clouds
380,Masuguru,TZ,-11.3667,38.4167,69.22,73,24,2.75,few clouds
381,Oriximina,BR,-1.7656,-55.8661,75.65,73,95,3.58,overcast clouds
382,Grindavik,IS,63.8424,-22.4338,48.67,93,75,18.41,light intensity drizzle
383,Puerto Escondido,MX,15.85,-97.0667,78.39,86,100,7.34,overcast clouds
384,Ostrovnoy,RU,68.0531,39.5131,55.31,64,87,14.23,overcast clouds
385,Son La,VN,21.3167,103.9,84.88,61,77,2.66,broken clouds
386,Saint George,US,37.1041,-113.5841,94.62,18,0,10.36,clear sky
387,Port Hawkesbury,CA,45.6169,-61.3485,75.15,86,75,1.01,broken clouds
388,Lincoln,US,40.8,-96.667,71.51,83,100,12.66,overcast clouds
389,Gigmoto,PH,13.7796,124.39,81.79,77,96,3.0,overcast clouds
390,Verkh-Usugli,RU,52.7,115.1667,68.18,38,8,15.12,clear sky
391,Unguia,CO,8.0434,-77.0945,74.88,94,97,2.53,overcast clouds
392,Toora-Khem,RU,52.4675,96.11,76.71,24,100,2.37,overcast clouds
393,Guayaramerin,BO,-10.8368,-65.3614,74.32,76,92,1.61,overcast clouds
394,Aljezur,PT,37.3191,-8.8033,63.54,88,15,4.16,few clouds
395,Pisco,PE,-13.7,-76.2167,59.05,82,75,3.44,mist
396,Urengoy,RU,65.9667,78.3667,78.73,53,0,6.82,clear sky
397,Chalmette,US,29.9427,-89.9634,84.2,79,0,5.75,clear sky
398,Kaeo,NZ,-35.1,173.7833,62.33,84,16,3.44,few clouds
399,Hirara,JP,24.8,125.2833,88.07,70,40,10.36,scattered clouds
400,Palmer,US,42.1584,-72.3287,78.35,82,40,10.36,scattered clouds
401,Carballo,ES,43.213,-8.691,67.42,92,17,4.07,few clouds
402,Nantucket,US,41.2835,-70.0995,79.0,93,0,13.8,clear sky
403,Peniche,PT,39.3558,-9.3811,62.46,94,0,1.16,clear sky
404,Apac,UG,1.9756,32.5386,69.87,65,89,1.23,overcast clouds
405,Komsomolskiy,UZ,40.4272,71.7189,94.32,17,4,11.72,clear sky
406,Calama,CL,-22.4667,-68.9333,44.6,19,0,6.22,clear sky
407,El Alto,PE,-4.2714,-81.2147,63.1,79,3,14.63,clear sky
408,Ossora,RU,59.2353,163.0719,64.15,58,100,4.68,overcast clouds
409,Mitsamiouli,KM,-11.3847,43.2844,73.69,73,20,4.61,few clouds
410,Sarakhs,IR,36.5449,61.1577,87.94,33,0,6.91,clear sky
411,Garmsar,IR,35.2182,52.3409,95.11,21,3,13.6,clear sky
412,Shemordan,RU,56.1856,50.3972,74.48,57,88,2.55,overcast clouds
413,Airai,TL,-8.9266,125.4092,74.61,47,49,5.21,scattered clouds
414,Lindi,TZ,-10.0,39.7167,69.82,79,38,6.11,scattered clouds
415,Lavrentiya,RU,65.5833,-171.0,38.39,76,100,13.15,overcast clouds
416,Enshi,CN,30.3,109.4833,96.21,47,69,3.4,broken clouds
417,Yarkovo,RU,57.4028,67.0786,73.2,53,100,5.99,overcast clouds
418,Ruse,BG,43.8564,25.9708,71.8,66,0,11.3,clear sky
419,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,54.7,91,100,11.88,overcast clouds
420,Byron Bay,AU,-28.65,153.6167,66.94,60,0,15.1,clear sky
421,Fulton,US,33.7668,-84.4499,78.57,85,0,11.5,clear sky
422,Yuanli,TW,24.4397,120.6535,100.24,66,40,8.05,scattered clouds
423,Constitucion,CL,-35.3333,-72.4167,45.5,87,0,7.78,clear sky
424,Sosva,RU,59.1766,61.8558,78.58,55,68,2.04,broken clouds
425,Bireun,ID,5.203,96.7009,86.49,55,84,7.4,broken clouds
426,Carnarvon,AU,-24.8667,113.6333,68.02,57,0,12.26,clear sky
427,Laje,BR,-10.1833,-40.9667,66.33,89,20,6.71,few clouds
428,Grinnell,US,41.743,-92.7224,80.11,78,0,5.75,clear sky
429,Governador Valadares,BR,-18.8511,-41.9494,67.8,70,9,2.1,clear sky
430,San Rafael,AR,-34.6177,-68.3301,35.65,97,100,8.9,overcast clouds
431,Baglan,AF,36.1307,68.7083,94.12,13,0,0.83,clear sky
432,Flinders,AU,-34.5833,150.8552,61.05,77,47,14.14,scattered clouds
433,Lulea,SE,65.5842,22.1547,51.87,76,0,9.22,clear sky
434,Menongue,AO,-14.6585,17.691,49.93,45,0,3.96,clear sky
435,Boffa,GN,10.1667,-14.0333,74.5,94,95,3.09,overcast clouds
436,Skagen,DK,57.7209,10.5839,59.36,90,53,13.56,broken clouds
437,Ouesso,CG,1.6136,16.0517,70.56,91,76,1.83,broken clouds
438,Shingu,JP,33.7333,135.9833,87.84,72,65,9.82,broken clouds
439,Mecca,SA,21.4267,39.8261,87.24,55,28,2.01,scattered clouds
440,Muramvya,BI,-3.2682,29.6079,56.82,60,18,2.48,few clouds
441,Placido De Castro,BR,-10.3353,-67.1856,75.83,79,87,1.88,overcast clouds
442,Gornyy,RU,55.1153,83.9059,73.99,50,60,5.91,broken clouds
443,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,57.15,77,65,5.84,broken clouds
444,Sobolevo,RU,54.4299,31.8996,56.23,84,14,8.48,few clouds
445,Kandi,BJ,11.1342,2.9386,73.33,87,100,5.41,overcast clouds
446,Lieksa,FI,63.3167,30.0167,55.35,77,37,9.22,scattered clouds
447,Salta,AR,-24.7859,-65.4117,57.79,73,75,4.61,broken clouds
448,Saint-Georges,GD,12.0564,-61.7485,78.48,94,20,0.0,few clouds
449,Tarnobrzeg,PL,50.573,21.6794,58.96,79,100,6.29,overcast clouds
450,Kushmurun,KZ,52.4503,64.6311,72.63,55,100,12.8,overcast clouds
451,Itaguai,BR,-22.8522,-43.7753,72.63,94,75,4.61,light rain
452,Port-Gentil,GA,-0.7193,8.7815,73.0,81,99,11.43,overcast clouds
453,Koulamoutou,GA,-1.1303,12.4736,69.64,84,42,1.72,scattered clouds
454,Ribeira Do Pombal,BR,-10.8344,-38.5358,64.6,96,59,3.65,broken clouds
455,Bayonet Point,US,28.3267,-82.6834,79.95,90,46,10.38,scattered clouds
456,Cockburn Town,TC,21.4612,-71.1419,81.68,87,100,23.53,overcast clouds
457,Barranca,PE,-10.75,-77.7667,60.62,84,85,8.39,overcast clouds
458,Mareeba,AU,-17.0,145.4333,75.92,72,80,5.82,broken clouds
459,Severo-Kurilsk,RU,50.6789,156.125,59.25,86,59,1.21,broken clouds
460,San Miguel,SV,13.4833,-88.1833,74.86,100,75,11.5,broken clouds
461,Astoria,US,46.1879,-123.8313,65.59,84,0,6.91,clear sky
462,Dongsheng,CN,39.8161,109.9776,68.13,68,100,19.13,overcast clouds
463,Necochea,AR,-38.5473,-58.7368,38.64,86,11,6.64,few clouds
464,Athabasca,CA,54.7169,-113.2854,59.41,60,50,6.8,scattered clouds
465,Kapit,MY,2.0167,112.9333,94.59,45,24,1.7,few clouds
466,Homestead,US,25.4687,-80.4776,84.02,82,20,6.91,few clouds
467,Kirgiz-Miyaki,RU,53.6324,54.7979,73.54,61,93,6.08,overcast clouds
468,Mazara Del Vallo,IT,37.6641,12.588,78.75,76,0,6.38,clear sky
469,Georgiyevka,KZ,43.0369,74.7114,75.24,57,40,11.18,scattered clouds
470,Moron,AR,-34.6534,-58.6198,49.96,82,30,7.2,scattered clouds
471,Mapiripan,CO,2.8892,-72.1256,71.8,94,15,2.26,few clouds
472,Remontnoye,RU,46.5614,43.6501,84.02,22,0,13.8,clear sky
473,Vila,PT,42.0304,-8.1588,57.7,89,1,3.06,clear sky
474,Kiunga,PG,-6.1219,141.2906,86.14,67,74,3.51,broken clouds
475,Deer Lake,CA,49.1667,-57.4316,69.66,68,75,13.8,broken clouds
476,Guarare,PA,7.8167,-80.2833,76.19,87,100,1.66,overcast clouds
477,Sandwick,GB,60.0,-1.25,55.22,94,40,10.36,scattered clouds
478,Itarema,BR,-2.9248,-39.9167,76.35,84,4,15.59,clear sky
479,Kemin,KG,42.7846,75.6892,77.95,44,43,6.17,scattered clouds
480,Tomatlan,MX,19.9333,-105.25,75.96,88,94,3.02,overcast clouds
481,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.81,85,32,0.63,scattered clouds
482,Ahualulco,MX,22.4,-101.1667,64.22,86,97,11.45,overcast clouds
483,Manggar,ID,-2.8833,108.2667,84.7,67,4,13.09,clear sky
484,Ginda,IN,30.6945,78.4932,73.65,68,100,1.68,overcast clouds
485,Labuan,MY,5.2767,115.2417,88.16,70,20,5.01,few clouds
486,Vardo,NO,70.3705,31.1107,49.98,87,40,10.36,light rain
487,Yelnya,RU,54.5786,33.1837,56.46,89,43,7.65,scattered clouds
488,Rexburg,US,43.826,-111.7897,69.78,49,0,0.0,clear sky
489,Luganville,VU,-15.5333,167.1667,81.7,76,20,3.85,few clouds
490,Puntarenas,CR,9.9763,-84.8384,77.11,87,100,3.42,overcast clouds
491,Puerto Penasco,MX,31.3167,-113.5333,85.91,78,5,4.0,clear sky
492,Fuerte Olimpo,PY,-21.0415,-57.8738,67.91,97,100,2.28,overcast clouds
493,Herat,AF,34.5,62.0,87.21,18,0,20.96,clear sky
494,Tual,ID,-5.6667,132.75,80.01,82,93,18.92,overcast clouds
495,Porto Walter,BR,-8.2686,-72.7439,71.1,98,51,0.25,broken clouds
496,Deputatskiy,RU,69.3,139.9,57.25,75,100,3.18,overcast clouds
497,Hondo,JP,32.45,130.2,86.68,69,84,5.48,broken clouds
498,Hay River,CA,60.8156,-115.7999,57.18,82,79,1.14,broken clouds
499,Marquette,US,46.5333,-87.6335,56.77,85,73,1.95,broken clouds
500,Bambanglipuro,ID,-7.95,110.2833,81.5,68,83,10.85,broken clouds
501,Skegness,GB,53.1436,0.3363,61.05,88,49,5.1,scattered clouds
502,Liverpool,GB,53.4106,-2.9779,58.28,89,20,3.44,mist
503,Port Blair,IN,11.6667,92.75,84.24,79,75,17.27,mist
504,Touros,BR,-5.1989,-35.4608,71.89,87,16,13.02,few clouds
505,Barcelona,ES,41.3888,2.159,82.72,68,0,10.36,clear sky
506,Nabire,ID,-3.3667,135.4833,84.49,69,68,4.76,broken clouds
507,Sol-Iletsk,RU,51.1631,54.9918,78.46,46,71,7.45,broken clouds
508,Sur,OM,22.5667,59.5289,90.01,58,65,6.4,broken clouds
509,Kropotkin,RU,45.4375,40.5756,79.65,40,0,12.75,clear sky
510,Thinadhoo,MV,0.5333,72.9333,81.95,72,100,4.83,overcast clouds
511,Colac,AU,-38.3333,143.5833,54.18,48,9,3.58,clear sky
512,Tecoanapa,MX,16.5167,-98.75,78.3,88,100,6.13,overcast clouds
513,Kailua,US,21.4022,-157.7394,84.18,72,75,11.5,broken clouds
514,Kazanskoye,RU,55.6448,69.235,70.43,52,100,11.5,overcast clouds
515,Kudahuvadhoo,MV,2.6708,72.8944,81.61,77,100,10.51,overcast clouds
516,Bonthe,SL,7.5264,-12.505,75.63,87,87,7.38,light rain
517,Mbandaka,CD,0.0487,18.2603,69.28,93,23,3.74,few clouds
518,Faridkot,IN,30.6667,74.75,86.59,73,98,7.67,overcast clouds
519,Kirovsk,UA,48.6375,38.6428,79.3,28,5,7.2,clear sky
520,Wenchi,GH,7.7392,-2.1046,67.82,92,84,7.94,broken clouds
521,Stupava,SK,48.2747,17.0317,63.81,83,0,1.14,clear sky
522,Tura,IN,25.5198,90.2201,85.14,77,57,3.89,broken clouds
523,Naryan-Mar,RU,67.6713,53.087,59.81,66,93,14.36,overcast clouds
524,Digri,PK,25.1558,69.1113,92.1,58,94,3.98,overcast clouds
525,Vizinga,RU,61.0749,50.1031,70.93,68,43,5.32,scattered clouds
526,Belmonte,BR,-15.8631,-38.8828,71.08,77,27,7.87,scattered clouds
527,Qiryat Gat,IL,31.61,34.7642,79.39,65,0,2.44,clear sky
528,Soyo,AO,-6.1349,12.3689,66.76,94,21,4.45,few clouds
529,Kazerun,IR,29.6195,51.6541,93.6,44,1,3.33,clear sky
530,Storforshei,NO,66.4043,14.5233,50.67,100,75,1.14,broken clouds
531,Kashary,RU,49.04,41.0056,80.51,28,6,7.83,clear sky
532,Tak,TH,16.5833,98.8333,73.11,100,100,2.73,overcast clouds
533,Kokologo,BF,12.1897,-1.8856,76.86,82,36,6.85,light rain
534,Namibe,AO,-15.1961,12.1522,59.56,91,36,2.06,scattered clouds
535,Beni,CD,0.5,29.4667,63.93,89,22,1.28,few clouds
536,Wahpeton,US,46.2652,-96.6059,57.92,94,0,4.61,clear sky
537,Almaznyy,RU,48.0448,40.045,80.82,24,1,8.63,clear sky
538,Sisimiut,GL,66.9395,-53.6735,39.34,97,100,1.5,light rain
539,Jalu,LY,29.0331,21.5482,78.33,61,0,6.8,clear sky
540,Maniitsoq,GL,65.4167,-52.9,40.55,94,100,7.56,overcast clouds
541,Muzaffarpur,IN,26.1167,85.4,95.92,49,22,16.93,few clouds
542,Kargil,IN,34.5667,76.1,66.02,42,23,3.44,few clouds
543,Arrecife,ES,28.963,-13.5477,71.58,83,0,23.02,clear sky
544,Zholymbet,KZ,51.7433,71.7122,70.52,48,33,15.08,scattered clouds
545,Lodja,CD,-3.4833,23.4333,70.0,70,9,0.65,clear sky
546,Lishan,CN,31.8576,113.2951,98.1,46,64,15.03,broken clouds
547,Deniliquin,AU,-35.5333,144.9667,58.96,43,3,7.43,clear sky
548,Le Tampon,RE,-21.2667,55.5167,65.84,67,75,5.75,broken clouds
549,Sao Filipe,CV,14.8961,-24.4956,78.66,88,93,5.28,light rain
550,Banda Aceh,ID,5.5577,95.3222,86.52,60,100,12.86,overcast clouds
551,Belyy Yar,RU,53.6039,91.3903,73.85,46,0,2.24,clear sky
552,Tabas,IR,33.5959,56.9244,93.78,15,0,1.57,clear sky
553,Mkushi,ZM,-13.6202,29.3939,53.83,52,0,4.23,clear sky
554,Tucurui,BR,-3.7661,-49.6725,72.91,78,3,3.67,clear sky
555,Mandali,IQ,33.7499,45.5541,104.45,14,0,14.83,clear sky
556,Sitka,US,57.0531,-135.33,57.09,82,100,8.05,overcast clouds
557,Avera,US,33.194,-82.5271,75.25,79,97,4.14,overcast clouds
558,Hami,CN,42.8,93.45,98.98,15,0,11.43,clear sky
559,Kenai,US,60.5544,-151.2583,57.02,74,20,25.32,few clouds
560,Aykhal,RU,66.0,111.5,45.32,95,100,3.62,overcast clouds
561,Barra Do Garcas,BR,-15.89,-52.2567,74.46,34,30,2.37,scattered clouds
562,Port Moresby,PG,-9.4431,147.1797,87.22,62,40,23.02,haze
563,Contamana,PE,-7.3333,-75.0167,74.8,80,27,1.63,scattered clouds
564,Saint-Denis,FR,48.9167,2.3333,63.09,67,0,10.36,clear sky
565,Rosetta,EG,31.4044,30.4164,78.57,74,0,5.41,clear sky
566,Sitges,ES,41.2351,1.8119,83.25,56,36,3.58,scattered clouds
567,Lardos,GR,36.0942,28.0157,77.95,74,0,2.68,clear sky
568,Lata,PT,40.1629,-8.3327,58.53,91,0,0.72,clear sky
569,Muhos,FI,64.808,25.9931,53.89,73,83,6.38,broken clouds
570,Tabou,CI,4.423,-7.3528,72.52,81,55,8.46,broken clouds
571,Huaicheng,CN,23.9051,112.1931,95.52,44,48,2.89,scattered clouds
572,Gamba,GA,-2.65,10.0,68.95,80,84,3.18,broken clouds
573,Nishihara,JP,26.1842,127.7558,89.65,66,75,11.5,broken clouds
574,Chumikan,RU,54.7183,135.315,53.19,96,100,19.06,heavy intensity rain
575,Hovd,MN,48.0056,91.6419,81.1,18,6,2.42,clear sky
576,Akyab,MM,20.15,92.9,80.51,89,100,14.47,overcast clouds
577,Innisfail,AU,-17.5333,146.0333,70.61,82,95,9.17,overcast clouds
578,Mahon,ES,39.8885,4.2658,77.56,61,0,6.91,clear sky
579,Vostok,RU,46.4856,135.8833,69.49,94,85,8.16,overcast clouds
580,Ambilobe,MG,-13.2,49.05,72.52,54,3,3.76,clear sky
581,Salme,NP,28.0369,85.0942,79.09,71,7,5.91,clear sky
582,Smithers,CA,54.7804,-127.1743,64.72,45,20,9.22,few clouds
583,Kikwit,CD,-5.041,18.8162,71.69,37,17,1.32,few clouds
584,Eureka,US,40.8021,-124.1637,63.68,91,66,2.68,broken clouds
585,Pangody,RU,65.85,74.4859,81.03,44,0,9.37,clear sky
586,Senanga,ZM,-16.1167,23.2667,52.41,45,0,4.88,clear sky
587,Iguape,BR,-24.7081,-47.5553,63.93,97,100,4.9,light rain
588,Alyangula,AU,-13.8483,136.4192,79.81,58,0,16.53,clear sky
589,Klamath Falls,US,42.2249,-121.7817,78.71,28,0,6.91,clear sky
590,Talaya,RU,61.3833,152.75,80.83,30,14,13.22,few clouds
591,Champerico,GT,14.3,-91.9167,79.84,81,73,5.95,broken clouds
592,Ahuimanu,US,21.4447,-157.8378,83.91,70,75,16.11,broken clouds
593,Cochrane,CA,51.1834,-114.4687,76.24,45,0,12.66,clear sky
594,Villazon,BO,-22.0866,-65.5942,31.14,15,0,2.84,clear sky
595,Liuzhou,CN,24.3126,109.3892,93.36,53,44,3.29,scattered clouds
596,Saint-Joseph,RE,-21.3667,55.6167,70.21,73,1,7.92,clear sky
597,Christchurch,NZ,-43.5333,172.6333,44.91,58,100,12.66,overcast clouds
598,Praia,CV,14.9215,-23.5087,79.34,94,75,8.05,broken clouds
599,Kalmunai,LK,7.4167,81.8167,86.88,51,100,6.13,overcast clouds
600,Shenyang,CN,41.7922,123.4328,80.62,54,0,8.95,clear sky
601,Tabuk,PH,17.4189,121.4443,80.02,81,100,4.85,overcast clouds
602,Salalah,OM,17.0151,54.0924,75.29,100,100,8.05,mist
603,Merauke,ID,-8.4667,140.3333,81.75,77,48,18.88,scattered clouds
604,Carutapera,BR,-1.195,-46.02,75.04,92,45,5.64,scattered clouds
605,Shahrud,IR,36.4182,54.9763,81.16,40,26,7.9,scattered clouds
606,Talcahuano,CL,-36.7167,-73.1167,47.88,93,75,2.3,broken clouds
607,Lasa,IT,46.6166,10.7002,55.36,88,96,2.93,overcast clouds
608,Flin Flon,CA,54.7682,-101.865,63.61,79,74,6.82,broken clouds
609,Mehamn,NO,71.0357,27.8492,49.95,87,75,18.41,light intensity drizzle
610,Adrar,MR,20.5022,-10.0711,93.13,31,46,8.57,scattered clouds
611,Balkhash,KZ,46.844,74.9804,81.21,26,0,11.18,clear sky
612,Cairns,AU,-16.9167,145.7667,80.55,65,40,17.27,scattered clouds
613,Madison,US,34.7334,-86.5667,75.78,94,0,5.01,clear sky
614,Saint-Pierre,RE,-21.3393,55.4781,72.91,65,75,5.75,broken clouds
615,Port Said,EG,31.2565,32.2841,76.98,83,0,6.91,clear sky
616,Rjukan,NO,59.8789,8.5941,54.05,85,16,4.45,few clouds
617,Tilichiki,RU,60.4667,166.1,62.35,65,98,3.65,overcast clouds
618,Choma,ZM,-16.8065,26.9531,53.53,46,0,3.6,clear sky
619,Okha,RU,53.5739,142.9478,54.37,97,100,22.24,light rain
620,Ternate,ID,0.8,127.4,82.18,73,72,5.3,broken clouds
621,Houma,US,29.5958,-90.7195,79.0,91,0,3.44,clear sky
622,Opuwo,NA,-18.0607,13.84,59.7,30,2,6.13,clear sky
623,Datong,CN,40.0936,113.2914,75.65,60,97,8.37,overcast clouds
624,Beaverlodge,CA,55.2166,-119.4361,65.55,59,81,8.43,broken clouds
625,Canutama,BR,-6.5339,-64.3831,73.62,83,86,0.96,overcast clouds
626,Manta,EC,-0.95,-80.7333,69.58,88,100,4.61,overcast clouds
627,Zalesovo,RU,53.9939,84.7431,79.92,33,1,5.12,clear sky
628,Aklavik,CA,68.2191,-135.0107,53.6,73,63,7.4,broken clouds
629,Zdice,CZ,49.9121,13.9775,60.66,70,82,1.83,broken clouds
630,George,ZA,-33.963,22.4617,56.75,100,100,6.91,light intensity drizzle
631,Taoudenni,ML,22.6783,-3.9836,95.99,13,3,9.08,clear sky
632,Bilibino,RU,68.0546,166.4372,54.9,40,49,3.78,scattered clouds
633,Dicabisagan,PH,17.0818,122.4157,79.23,88,100,6.42,overcast clouds
634,Urumqi,CN,43.801,87.6005,85.15,30,0,6.71,clear sky
635,Cabedelo,BR,-6.9811,-34.8339,70.47,75,1,11.86,clear sky
636,Eyemouth,GB,55.8713,-2.0901,55.24,87,99,10.09,overcast clouds
637,Sukabumi,ID,-6.9181,106.9267,82.89,54,76,3.78,broken clouds
638,Tucumcari,US,35.1717,-103.725,82.24,36,0,8.05,clear sky
639,Lampa,CL,-33.2833,-70.9,44.64,93,0,1.14,clear sky
640,Pendleton,US,45.6721,-118.7886,81.57,25,0,11.99,clear sky
641,Tessalit,ML,20.1986,1.0114,87.3,37,1,11.36,clear sky
642,Kalulushi,ZM,-12.8378,28.0919,54.19,54,1,3.49,clear sky
643,Pafos,CY,34.7667,32.4167,74.98,60,20,8.05,few clouds
644,Camacha,PT,33.0833,-16.3333,67.42,73,40,11.5,scattered clouds
645,Vikhorevka,RU,56.1201,101.1636,71.19,47,83,5.06,broken clouds
646,Ous,RU,60.9058,61.5186,82.0,44,74,2.37,broken clouds
647,Caucaia,BR,-3.7361,-38.6531,79.03,71,40,14.97,scattered clouds
648,West Bay,KY,19.3667,-81.4167,84.0,82,32,5.99,scattered clouds
649,Hongjiang,CN,27.11,109.9956,96.82,42,59,6.02,broken clouds
650,Iralaya,HN,15.0,-83.2333,79.79,86,89,11.9,overcast clouds
651,Mahudha,IN,22.8167,72.9333,86.18,83,100,8.46,overcast clouds
652,Shitkino,RU,56.3703,98.3543,74.43,44,5,3.87,clear sky
653,Bassano,CA,50.7834,-112.4685,66.63,38,0,9.53,clear sky
654,Tornio,FI,65.8481,24.1466,51.82,76,93,5.99,overcast clouds
655,Kang,BW,-23.6752,22.7876,50.86,45,1,8.19,clear sky
656,Wanxian,CN,30.8039,108.3897,97.88,53,100,2.71,overcast clouds
657,Watsonville,US,36.9102,-121.7569,67.33,75,0,6.91,clear sky
658,Mbanza-Ngungu,CD,-5.25,14.8667,62.74,82,10,4.34,clear sky
659,Trinidad,BO,-14.8333,-64.9,70.09,98,90,1.83,overcast clouds
660,Maine-Soroa,NE,13.2114,12.0241,73.65,82,100,16.17,overcast clouds
661,Alice Springs,AU,-23.7,133.8833,71.22,20,3,14.97,clear sky
662,Jiquilisco,SV,13.3167,-88.5833,75.42,92,100,4.79,overcast clouds
663,Jadu,LY,31.953,12.0261,68.23,62,0,2.04,clear sky
664,Haileybury,CA,47.449,-79.6373,52.38,90,68,3.53,broken clouds
665,Minbu,MM,20.1833,94.8833,81.61,80,100,12.08,overcast clouds
666,Kondinskoye,RU,59.6481,67.41,77.88,48,79,4.54,broken clouds
667,Valley City,US,46.9233,-98.0032,54.12,100,0,9.22,clear sky
668,Pemex,MX,18.4395,-96.3461,72.14,95,64,4.16,broken clouds
669,Giyani,ZA,-23.3025,30.7187,63.18,46,12,3.38,few clouds
670,Santa Ana,US,33.7456,-117.8678,86.52,70,40,5.75,scattered clouds
671,Chicama,PE,-7.8447,-79.1469,57.74,85,37,5.64,scattered clouds
672,Henties Bay,NA,-22.116,14.2845,53.64,89,54,5.37,broken clouds
673,Denpasar,ID,-8.65,115.2167,83.86,74,20,13.8,few clouds
674,Homer,US,59.6425,-151.5483,57.07,66,100,9.22,overcast clouds
675,Novobirilyussy,RU,56.9514,90.6661,74.71,46,96,3.04,overcast clouds
676,Marystown,CA,47.1666,-55.1483,67.86,100,100,12.93,overcast clouds
677,Pfarrkirchen,DE,48.432,12.9381,59.07,71,99,2.04,overcast clouds
678,Big Rapids,US,43.6981,-85.4837,75.27,90,100,3.44,overcast clouds
679,Hervey Bay,AU,-25.2986,152.8535,69.03,41,0,11.01,clear sky
680,Hudson Bay,CA,52.85,-102.3842,59.38,82,24,5.88,few clouds
681,Maxixe,MZ,-23.8597,35.3472,68.02,82,1,7.81,clear sky
682,Karaton,ID,-6.3424,106.1045,88.2,52,39,0.89,scattered clouds
683,Umkomaas,ZA,-30.2067,30.7978,64.67,85,90,8.57,overcast clouds
684,Mvomero,TZ,-6.25,38.6667,71.02,71,73,5.06,broken clouds
685,Ozorkow,PL,51.9634,19.2914,61.95,66,84,4.5,broken clouds
686,Cherskiy,RU,68.75,161.3,52.83,47,47,6.17,scattered clouds
687,Porto Novo,BJ,6.4965,2.6036,75.02,83,100,8.28,overcast clouds
688,Kaihua,CN,23.3687,104.28,76.01,69,70,4.03,broken clouds
689,Shakawe,BW,-18.3667,21.85,55.47,37,0,5.5,clear sky
690,Cabo Rojo,PR,18.0866,-67.1457,82.67,86,99,7.23,overcast clouds
691,Majene,ID,-3.5403,118.9707,83.91,66,92,6.31,overcast clouds
692,Le Havre,FR,49.4938,0.1077,60.55,77,0,5.75,clear sky
693,Estevan,CA,49.1334,-102.9842,62.8,77,0,9.22,clear sky
694,Keskin,TR,39.6731,33.6136,68.61,58,61,7.99,broken clouds
695,Awbari,LY,26.5921,12.7805,79.92,25,0,6.89,clear sky
696,Cukai,MY,4.25,103.4167,86.0,62,100,7.2,overcast clouds
